condition,drugName,sentiment_score,sentiment_label
Depression,Wellbutrin,0.075,Neutral
Depression,Duloxetine,-0.0897108843537415,Neutral
Depression,Fluoxetine,-0.04970238095238095,Neutral
Depression,L-methylfolate,0.023333333333333338,Neutral
Depression,Desvenlafaxine,0.13576388888888888,Positive
"Diabetes, Type 2",Invokana,-0.07687500000000003,Neutral
"Diabetes, Type 2",Exenatide,0.37142857142857144,Positive
"Diabetes, Type 2",Metformin,0.4166666666666667,Positive
Depression,Desvenlafaxine,-0.020833333333333343,Neutral
Depression,Zoloft,-0.18749999999999997,Negative
Depression,Escitalopram,0.03113839285714289,Neutral
"Diabetes, Type 2",Exenatide,0.12000000000000002,Positive
Depression,Fluoxetine,-0.2295454545454545,Negative
"Diabetes, Type 2",Exenatide,0.09307692307692307,Neutral
"Diabetes, Type 2",Liraglutide,0.08095238095238093,Neutral
"Diabetes, Type 2",Canagliflozin,-0.1875,Negative
Depression,Aripiprazole,0.75,Positive
Depression,Duloxetine,0.275,Positive
Depression,Sertraline,0.30000000000000004,Positive
High Blood Pressure,Lisinopril,0.26201298701298703,Positive
Depression,Fluoxetine,-0.9,Negative
Depression,Sertraline,0.13076923076923075,Positive
High Blood Pressure,Telmisartan,-0.024999999999999967,Neutral
Depression,Desvenlafaxine,0.04615384615384616,Neutral
Depression,Viibryd,-0.17777777777777776,Negative
Depression,Sertraline,0.05142857142857143,Neutral
Depression,Duloxetine,0.3,Positive
High Blood Pressure,Amlodipine / olmesartan,0.46499999999999997,Positive
High Blood Pressure,Edarbyclor,-0.1708333333333333,Negative
"Diabetes, Type 2",Actos,0.525,Positive
Depression,Niacin,0.09705882352941175,Neutral
Depression,Trintellix,0.1656434474616293,Positive
High Blood Pressure,Irbesartan,0.033333333333333326,Neutral
"Diabetes, Type 2",Metformin,0.03380952380952381,Neutral
Depression,Paxil CR,0.45000000000000007,Positive
Depression,Sertraline,0.031000000000000017,Neutral
Depression,Wellbutrin,0.07797619047619049,Neutral
"Diabetes, Type 2",Dulaglutide,-0.24714285714285716,Negative
Depression,Citalopram,0.17566287878787878,Positive
High Blood Pressure,Hydrochlorothiazide / lisinopril,0.0,Neutral
Depression,Sertraline,0.5,Positive
Depression,Fetzima,0.1625,Positive
"Diabetes, Type 2",Exenatide,0.09027777777777779,Neutral
Depression,Aripiprazole,-0.17083333333333334,Negative
"Diabetes, Type 2",Trulicity,-0.0484375,Neutral
Depression,Modafinil,0.09285714285714285,Neutral
"Diabetes, Type 2",Canagliflozin,0.125,Positive
High Blood Pressure,Micardis,-1.0,Negative
Depression,Pristiq,0.0,Neutral
Depression,Cymbalta,0.21738095238095242,Positive
High Blood Pressure,Amlodipine / benazepril,-0.5,Negative
Depression,Vilazodone,0.2390625,Positive
Depression,L-methylfolate,0.0625,Neutral
Depression,Paroxetine,-0.2,Negative
High Blood Pressure,Hydrochlorothiazide / triamterene,-0.08,Neutral
Depression,Venlafaxine,0.0,Neutral
Depression,Zyprexa,-0.375,Negative
Depression,Pristiq,0.19404761904761902,Positive
Depression,Citalopram,0.05,Neutral
High Blood Pressure,Amlodipine,0.07110795454545456,Neutral
"Diabetes, Type 2",Pioglitazone,0.3,Positive
High Blood Pressure,Hydrochlorothiazide / lisinopril,0.0,Neutral
High Blood Pressure,Lisinopril,-0.11666666666666667,Negative
Depression,Desvenlafaxine,0.09523809523809526,Neutral
Depression,Desvenlafaxine,-0.04464285714285711,Neutral
Depression,Venlafaxine,-0.15637755102040815,Negative
Depression,Levomilnacipran,0.39999999999999997,Positive
Depression,Seroquel XR,0.26103896103896107,Positive
High Blood Pressure,Prazosin,-0.3,Negative
"Diabetes, Type 2",Victoza,-0.04392857142857143,Neutral
High Blood Pressure,Valsartan,0.3333333333333333,Positive
Depression,Paxil,-0.06333333333333335,Neutral
Depression,Lexapro,0.25,Positive
Depression,Viibryd,-0.007828282828282815,Neutral
Depression,Wellbutrin,0.15833333333333335,Positive
Depression,Pristiq,0.38888888888888884,Positive
Depression,Pristiq,-0.02121212121212122,Neutral
Depression,Citalopram,0.21636904761904763,Positive
Depression,Vortioxetine,0.1656434474616293,Positive
Depression,Vilazodone,-1.0,Negative
High Blood Pressure,Nebivolol,0.7,Positive
Depression,Wellbutrin,0.28333333333333327,Positive
Depression,Wellbutrin,0.02999999999999998,Neutral
Depression,Levomilnacipran,0.35,Positive
"Diabetes, Type 2",Bydureon,-0.25125000000000003,Negative
Depression,Mirtazapine,-0.06190476190476191,Neutral
Depression,Escitalopram,0.0,Neutral
Depression,Lexapro,0.1125,Positive
Depression,Mirtazapine,-0.013888888888888895,Neutral
Depression,Desvenlafaxine,-0.25,Negative
Depression,Trazodone,0.39999999999999997,Positive
"Diabetes, Type 2",Bydureon,0.1625,Positive
High Blood Pressure,Catapres-TTS,0.14863636363636365,Positive
Depression,Lamotrigine,-0.07296296296296297,Neutral
"Diabetes, Type 2",Trulicity,-0.12857142857142856,Negative
Depression,Bupropion,0.15185185185185188,Positive
Depression,Aripiprazole,0.10625,Positive
Depression,Brexpiprazole,0.2785714285714286,Positive
Depression,Xanax,0.0,Neutral
High Blood Pressure,Norvasc,0.10250000000000001,Positive
Depression,Wellbutrin XL,-0.41999999999999993,Negative
Depression,Pristiq,0.09027777777777775,Neutral
"Diabetes, Type 2",Bydureon,0.08333333333333333,Neutral
Depression,Nardil,0.1412878787878788,Positive
Depression,Wellbutrin,-0.12857142857142856,Negative
Depression,Prozac,0.10000000000000002,Positive
Depression,Escitalopram,-0.07714285714285714,Neutral
Depression,Lexapro,0.24134615384615385,Positive
Depression,Vilazodone,0.1515,Positive
Depression,Aripiprazole,0.16785714285714287,Positive
"Diabetes, Type 2",Dulaglutide,2.2204460492503132e-17,Neutral
"Diabetes, Type 2",Victoza,0.22946428571428573,Positive
Depression,Citalopram,0.17421875,Positive
"Diabetes, Type 2",Dapagliflozin,0.0,Neutral
Depression,Effexor XR,0.25,Positive
Depression,Vortioxetine,0.19999999999999998,Positive
"Diabetes, Type 2",Trulicity,0.25,Positive
"Diabetes, Type 2",Canagliflozin,0.26242857142857146,Positive
High Blood Pressure,Metoprolol Tartrate,0.08333333333333333,Neutral
Depression,Citalopram,-0.015384615384615394,Neutral
High Blood Pressure,Metoprolol,-0.4,Negative
"Diabetes, Type 2",Glipizide,0.35,Positive
Depression,Duloxetine,-0.03227272727272727,Neutral
Depression,Citalopram,-0.14305555555555555,Negative
High Blood Pressure,Zestril,0.0,Neutral
Depression,Vilazodone,0.037662337662337654,Neutral
Depression,Seroquel,0.1,Neutral
"Diabetes, Type 2",Liraglutide,-0.3857142857142857,Negative
Depression,Zoloft,-0.0625,Neutral
Depression,Duloxetine,0.10416666666666666,Positive
Depression,Amitriptyline,0.6,Positive
Depression,Celexa,0.01911976911976913,Neutral
Depression,Desvenlafaxine,0.14833333333333332,Positive
"Diabetes, Type 2",Canagliflozin,0.45333333333333337,Positive
Depression,Bupropion,0.28770833333333334,Positive
Depression,Celexa,0.23248106060606064,Positive
Depression,Fluoxetine,-0.21318181818181817,Negative
Depression,Viibryd,0.24469696969696972,Positive
"Diabetes, Type 2",Bydureon,0.25681818181818183,Positive
Depression,Pristiq,0.23697916666666669,Positive
Depression,Effexor,0.01628787878787879,Neutral
Depression,Elavil,0.11524725274725275,Positive
Depression,Bupropion,0.09937499999999999,Neutral
High Blood Pressure,Nebivolol,-0.023376623376623367,Neutral
Depression,Wellbutrin,0.1,Neutral
Depression,Zoloft,0.1958333333333333,Positive
"Diabetes, Type 2",Jentadueto,0.23666666666666664,Positive
"Diabetes, Type 2",Bydureon,0.3,Positive
Depression,Budeprion XL,0.1357142857142858,Positive
Depression,Celexa,0.39999999999999997,Positive
"Diabetes, Type 2",Trulicity,0.19999999999999998,Positive
Depression,Celexa,0.2074074074074074,Positive
Depression,Celexa,0.18173076923076922,Positive
"Diabetes, Type 2",Dulaglutide,0.10979853479853481,Positive
Depression,Quetiapine,0.2486111111111111,Positive
"Diabetes, Type 2",Victoza,0.25,Positive
Depression,Symbyax,-0.17500000000000002,Negative
Depression,Viibryd,0.7666666666666666,Positive
Depression,Bupropion,0.11442307692307695,Positive
Depression,Fetzima,-0.16249999999999998,Negative
Depression,Pristiq,0.11833333333333333,Positive
Depression,Vilazodone,-0.010909090909090898,Neutral
High Blood Pressure,Caduet,0.8,Positive
Depression,Zoloft,0.19357142857142856,Positive
Depression,Fluoxetine,-0.12857142857142856,Negative
Depression,Sertraline,0.033333333333333326,Neutral
"Diabetes, Type 2",Exenatide,0.75,Positive
High Blood Pressure,Hyzaar,0.19999999999999998,Positive
Depression,Lexapro,-0.2416666666666666,Negative
Depression,Pristiq,-0.05069444444444443,Neutral
Depression,Prozac,-0.049999999999999996,Neutral
Depression,Amitriptyline / chlordiazepoxide,0.20000000000000004,Positive
Depression,Mirtazapine,-0.06420454545454546,Neutral
Depression,Bupropion,-0.09000000000000001,Neutral
"Diabetes, Type 2",Victoza,0.03500000000000001,Neutral
Depression,Vilazodone,0.1714285714285714,Positive
Depression,Sertraline,0.12999999999999998,Positive
Depression,Effexor XR,0.275,Positive
Depression,Paroxetine,-0.08333333333333333,Neutral
Depression,Citalopram,0.16666666666666669,Positive
Depression,Bupropion,0.11500000000000002,Positive
High Blood Pressure,Lisinopril,0.06666666666666665,Neutral
Depression,Vortioxetine,-0.05204081632653062,Neutral
Depression,Bupropion,-0.05208333333333334,Neutral
Depression,Escitalopram,0.43333333333333335,Positive
Depression,Aripiprazole,-0.0708333333333333,Neutral
Depression,Fetzima,0.16302083333333334,Positive
Depression,Celexa,0.06736111111111115,Neutral
Depression,Aripiprazole,0.025000000000000005,Neutral
Depression,Fluvoxamine,0.21666666666666667,Positive
Depression,Celexa,0.11666666666666665,Positive
Depression,Desvenlafaxine,-0.13166666666666665,Negative
Depression,Prozac,0.05833333333333334,Neutral
Depression,Desvenlafaxine,-0.275,Negative
"Diabetes, Type 2",Jardiance,-0.16950757575757577,Negative
High Blood Pressure,Norvasc,0.02631578947368421,Neutral
"Diabetes, Type 2",Lantus,1.0,Positive
Depression,Niacin,0.13666666666666666,Positive
Depression,Escitalopram,0.23333333333333334,Positive
Depression,Nefazodone,0.17464285714285716,Positive
Depression,Trintellix,-0.1904761904761905,Negative
Depression,Desvenlafaxine,-0.17222222222222217,Negative
Depression,Alprazolam,0.06818181818181818,Neutral
Depression,Zoloft,0.10151515151515152,Positive
Depression,Bupropion,0.008035714285714276,Neutral
Depression,Vortioxetine,0.3333333333333333,Positive
High Blood Pressure,Furosemide,0.33714285714285713,Positive
"Diabetes, Type 2",Dapagliflozin,-0.07500000000000001,Neutral
Depression,Wellbutrin XL,0.005729166666666664,Neutral
"Diabetes, Type 2",Glucophage,0.12777777777777777,Positive
"Diabetes, Type 2",Bydureon,-0.09999999999999999,Neutral
Depression,Celexa,0.05022727272727273,Neutral
Depression,Sertraline,0.15582010582010586,Positive
Depression,Seroquel XR,0.17777777777777778,Positive
Depression,Lexapro,0.2659615384615384,Positive
Depression,Abilify,0.06000000000000003,Neutral
High Blood Pressure,Lisinopril,0.4166666666666667,Positive
"Diabetes, Type 2",Trulicity,0.09025974025974025,Neutral
Depression,Effexor,0.10666666666666665,Positive
"Diabetes, Type 2",Liraglutide,0.2125,Positive
Depression,Prozac,0.3416666666666666,Positive
Depression,Fluoxetine,-0.09214285714285715,Neutral
Depression,Paroxetine,0.1761904761904762,Positive
"Diabetes, Type 2",Farxiga,0.0,Neutral
"Diabetes, Type 2",Canagliflozin,-0.25,Negative
Depression,Viibryd,0.1409090909090909,Positive
Depression,Prozac,0.07159090909090911,Neutral
Depression,Cymbalta,0.07500000000000001,Neutral
Depression,Bupropion,0.23666666666666666,Positive
Depression,Fluoxetine,0.27604166666666663,Positive
Depression,Desvenlafaxine,0.75,Positive
High Blood Pressure,Hydrochlorothiazide / olmesartan,0.48857142857142855,Positive
Depression,Abilify,0.2215909090909091,Positive
"Diabetes, Type 2",Januvia,0.3571428571428571,Positive
Depression,Effexor XR,-0.16666666666666666,Negative
"Diabetes, Type 2",Invokana,0.27142857142857146,Positive
Depression,Desvenlafaxine,0.008333333333333331,Neutral
"Diabetes, Type 2",Jardiance,0.3458333333333333,Positive
Depression,Pristiq,-0.5714285714285715,Negative
Depression,Venlafaxine,-0.525,Negative
"Diabetes, Type 2",Victoza,-0.06666666666666667,Neutral
"Diabetes, Type 2",Canagliflozin,0.2,Positive
Depression,Escitalopram,-0.4,Negative
Depression,Wellbutrin,0.22499999999999998,Positive
Depression,Sertraline,0.077,Neutral
High Blood Pressure,Valsartan,-0.45,Negative
"Diabetes, Type 2",Metformin,-0.08333333333333333,Neutral
"Diabetes, Type 2",Exenatide,0.03525641025641027,Neutral
Depression,Amitriptyline,0.2,Positive
Depression,Vortioxetine,-0.5,Negative
Depression,Celexa,0.04583333333333335,Neutral
High Blood Pressure,Benicar,0.2885416666666667,Positive
"Diabetes, Type 2",Metformin,0.1375,Positive
Depression,Tramadol,0.45999999999999996,Positive
High Blood Pressure,Amlodipine,0.1,Neutral
"Diabetes, Type 2",Exenatide,0.15146520146520148,Positive
Depression,Paroxetine,0.0,Neutral
Depression,Escitalopram,0.20653409090909092,Positive
Depression,Celexa,-0.19583333333333333,Negative
Depression,Vilazodone,0.07812499999999999,Neutral
High Blood Pressure,Reserpine,0.10833333333333332,Positive
Depression,Bupropion,0.07,Neutral
Depression,Prozac,-0.6,Negative
Depression,Budeprion XL,0.25,Positive
"Diabetes, Type 2",Canagliflozin,-0.22499999999999992,Negative
Depression,Cymbalta,-0.7,Negative
Depression,Duloxetine,0.07500000000000001,Neutral
Depression,Escitalopram,0.17625,Positive
"Diabetes, Type 2",Exenatide,0.00037878787878788817,Neutral
High Blood Pressure,Losartan,0.0,Neutral
Depression,Trazodone,-0.5,Negative
High Blood Pressure,Diovan HCT,-0.007575757575757576,Neutral
Depression,L-methylfolate,0.005194805194805204,Neutral
High Blood Pressure,Nebivolol,0.35500000000000004,Positive
Depression,Sertraline,-0.012111111111111074,Neutral
High Blood Pressure,Bystolic,0.1513888888888889,Positive
Depression,Venlafaxine,0.08486111111111111,Neutral
Depression,Wellbutrin,0.15000000000000002,Positive
High Blood Pressure,Lisinopril,-0.06875,Neutral
"Diabetes, Type 2",Trulicity,-0.18511904761904766,Negative
"Diabetes, Type 2",Exenatide,0.24333333333333332,Positive
Depression,Remeron,0.18916666666666668,Positive
Depression,Bupropion,-0.04118055555555554,Neutral
Depression,Olanzapine,0.1136904761904762,Positive
Depression,St. john's wort,0.125,Positive
High Blood Pressure,Tribenzor,0.22714285714285715,Positive
Depression,Trintellix,0.20582010582010582,Positive
"Diabetes, Type 2",Empagliflozin / linagliptin,0.03333333333333333,Neutral
"Diabetes, Type 2",Trulicity,-0.13846153846153847,Negative
"Diabetes, Type 2",Actos,0.0,Neutral
"Diabetes, Type 2",Victoza,0.34687500000000004,Positive
Depression,Escitalopram,0.2506944444444445,Positive
Depression,Cymbalta,-0.225,Negative
Depression,Pristiq,-0.12916666666666665,Negative
High Blood Pressure,Diovan,-0.16666666666666666,Negative
Depression,Fluoxetine,-0.03749999999999998,Neutral
Depression,Trazodone,0.0925,Neutral
Depression,Pristiq,-0.25,Negative
"Diabetes, Type 2",Exenatide,-0.023095238095238092,Neutral
High Blood Pressure,Valsartan,-0.16666666666666666,Negative
Depression,Vilazodone,0.158578431372549,Positive
Depression,Bupropion,0.22731481481481483,Positive
Depression,Zoloft,0.06287878787878788,Neutral
Depression,Zoloft,0.13125,Positive
Depression,Celexa,0.1202245670995671,Positive
High Blood Pressure,Nebivolol,0.31666666666666665,Positive
High Blood Pressure,Losartan,-0.048541666666666664,Neutral
Depression,Lexapro,0.125,Positive
Depression,Escitalopram,0.5166666666666667,Positive
Depression,Abilify,0.06527777777777778,Neutral
Depression,Venlafaxine,0.0,Neutral
"Diabetes, Type 2",Empagliflozin,-0.24393939393939398,Negative
Depression,Cymbalta,-0.1875,Negative
High Blood Pressure,Telmisartan,0.04479166666666667,Neutral
Depression,Bupropion,0.15714285714285708,Positive
Depression,Pristiq,0.12166666666666667,Positive
Depression,Anafranil,-0.3,Negative
Depression,Tranylcypromine,0.16717449217449215,Positive
Depression,Citalopram,0.22142857142857145,Positive
Depression,Effexor XR,0.39999999999999997,Positive
Depression,Citalopram,0.09285714285714285,Neutral
Depression,Pristiq,0.09488095238095237,Neutral
Depression,Celexa,-0.2,Negative
Depression,Vilazodone,0.095578231292517,Neutral
Depression,Effexor,-0.6,Negative
Depression,Quetiapine,0.08083333333333331,Neutral
Depression,Remeron,0.16043956043956045,Positive
Depression,Sertraline,-0.4,Negative
Depression,Celexa,0.13020833333333331,Positive
Depression,Paxil,-0.03657407407407408,Neutral
Depression,Pristiq,0.07202797202797204,Neutral
Depression,Trazodone,0.0,Neutral
Depression,Quetiapine,0.09985795454545454,Neutral
Depression,Effexor XR,-0.11262626262626263,Negative
Depression,Escitalopram,-0.0007783882783882756,Neutral
High Blood Pressure,Valturna,0.16,Positive
Depression,Viibryd,-0.5,Negative
Depression,Citalopram,0.08113636363636362,Neutral
Depression,Wellbutrin XL,0.3375,Positive
Depression,Cymbalta,0.275,Positive
Depression,Bupropion,0.2325,Positive
High Blood Pressure,Lisinopril,-0.11712962962962964,Negative
High Blood Pressure,Losartan,0.12559523809523807,Positive
"Diabetes, Type 2",Victoza,0.12,Positive
Depression,Viibryd,0.45,Positive
High Blood Pressure,Lisinopril,-0.25,Negative
Depression,Lexapro,0.2222222222222222,Positive
"Diabetes, Type 2",Exenatide,-0.0017857142857142952,Neutral
Depression,Bupropion,-0.6999999999999998,Negative
"Diabetes, Type 2",Dulaglutide,-0.14833333333333332,Negative
"Diabetes, Type 2",Bydureon,0.23703703703703705,Positive
"Diabetes, Type 2",Victoza,0.22150974025974024,Positive
"Diabetes, Type 2",Farxiga,-0.0595238095238095,Neutral
Depression,Zoloft,0.0,Neutral
Depression,Viibryd,0.08333333333333334,Neutral
High Blood Pressure,Bystolic,-1.1102230246251566e-17,Neutral
Depression,Effexor XR,0.32499999999999996,Positive
High Blood Pressure,Prinivil,0.0,Neutral
Depression,Lexapro,0.1686507936507937,Positive
Depression,Paxil,-0.19166666666666665,Negative
Depression,Effexor,0.2708333333333333,Positive
Depression,Trintellix,0.0550925925925926,Neutral
High Blood Pressure,Edarbi,0.15000000000000002,Positive
Depression,Sertraline,0.2143939393939394,Positive
High Blood Pressure,Diovan,0.0,Neutral
Depression,Pristiq,0.12067550505050506,Positive
Depression,Citalopram,0.05500000000000001,Neutral
"Diabetes, Type 2",Victoza,0.10357142857142856,Positive
Depression,Celexa,0.35000000000000003,Positive
Depression,Desvenlafaxine,-0.26458333333333334,Negative
Depression,Vortioxetine,0.5666666666666667,Positive
Depression,Pristiq,-0.0035714285714285726,Neutral
Depression,Nardil,-0.16666666666666666,Negative
Depression,Sertraline,0.10873015873015872,Positive
"Diabetes, Type 2",Liraglutide,-0.19270833333333334,Negative
"Diabetes, Type 2",Victoza,0.3615384615384616,Positive
"Diabetes, Type 2",Trulicity,-0.022660672660672645,Neutral
"Diabetes, Type 2",Pioglitazone,-0.1,Neutral
Depression,Armodafinil,-0.20833333333333334,Negative
Depression,Aripiprazole,0.43166666666666664,Positive
High Blood Pressure,Tribenzor,0.075,Neutral
"Diabetes, Type 2",Trulicity,0.1,Neutral
Depression,Sertraline,0.13999999999999999,Positive
Depression,Venlafaxine,-0.02500000000000001,Neutral
High Blood Pressure,Avalide,0.090625,Neutral
High Blood Pressure,Avalide,0.3566233766233767,Positive
Depression,Bupropion,0.23125,Positive
"Diabetes, Type 2",Canagliflozin,0.0,Neutral
Depression,Seroquel XR,0.011184210526315791,Neutral
"Diabetes, Type 2",Bydureon,0.75,Positive
"Diabetes, Type 2",Insulin detemir,0.32499999999999996,Positive
"Diabetes, Type 2",Invokana,0.10416666666666667,Positive
Depression,Effexor,-0.10185185185185185,Negative
Depression,Citalopram,-0.00833333333333334,Neutral
Depression,Duloxetine,-0.12968749999999998,Negative
Depression,Sertraline,0.5,Positive
"Diabetes, Type 2",Trulicity,0.11190476190476192,Positive
High Blood Pressure,Diltiazem,0.2277777777777778,Positive
High Blood Pressure,Losartan,-0.24666666666666665,Negative
"Diabetes, Type 2",Victoza,0.1766666666666667,Positive
Depression,Fluoxetine,0.07179487179487179,Neutral
"Diabetes, Type 2",Januvia,-0.15,Negative
Depression,Fluoxetine,0.0,Neutral
Depression,Escitalopram,-0.04892857142857143,Neutral
Depression,Desvenlafaxine,-0.07006172839506172,Neutral
Depression,Wellbutrin,0.13888888888888887,Positive
Depression,Lexapro,1.0,Positive
Depression,Viibryd,0.330952380952381,Positive
Depression,Citalopram,0.1855769230769231,Positive
Depression,Seroquel XR,0.0,Neutral
Depression,Mirtazapine,0.4101851851851852,Positive
High Blood Pressure,Clonidine,-0.11166666666666666,Negative
"Diabetes, Type 2",Metformin,-0.15,Negative
Depression,Bupropion,0.325,Positive
Depression,Escitalopram,0.242,Positive
Depression,Escitalopram,0.007272727272727275,Neutral
Depression,Aripiprazole,-0.039999999999999966,Neutral
Depression,Zoloft,0.0,Neutral
Depression,Effexor,0.08458333333333332,Neutral
Depression,Effexor,-1.0,Negative
"Diabetes, Type 2",Liraglutide,-0.11111111111111112,Negative
Depression,Sertraline,0.15116883116883115,Positive
Depression,Pristiq,0.275,Positive
Depression,Wellbutrin XL,0.19285714285714284,Positive
Depression,Sertraline,-0.03368055555555554,Neutral
High Blood Pressure,Nebivolol,0.30583333333333335,Positive
High Blood Pressure,Amlodipine,-0.6999999999999998,Negative
Depression,Escitalopram,0.12407592407592408,Positive
Depression,Citalopram,0.24557291666666667,Positive
Depression,Lexapro,0.1645833333333333,Positive
Depression,Vilazodone,0.20972222222222225,Positive
Depression,Wellbutrin,0.3,Positive
Depression,Pristiq,0.0696969696969697,Neutral
"Diabetes, Type 2",Canagliflozin,-0.07083333333333335,Neutral
Depression,Citalopram,0.09343434343434343,Neutral
Depression,Citalopram,0.13020833333333331,Positive
Depression,Sertraline,-0.13363095238095238,Negative
High Blood Pressure,Amlodipine,-0.2708333333333333,Negative
Depression,Pristiq,0.18888888888888888,Positive
High Blood Pressure,Tekturna,0.2,Positive
Depression,Trintellix,-0.10357142857142856,Negative
Depression,Bupropion,0.23150252525252524,Positive
Depression,Methylin ER,0.22791666666666668,Positive
Depression,Sertraline,0.1416666666666667,Positive
Depression,Zoloft,0.10200000000000001,Positive
"Diabetes, Type 2",Trulicity,0.11562499999999999,Positive
High Blood Pressure,Azilsartan medoxomil / chlorthalidone,0.0,Neutral
Depression,Trintellix,0.125,Positive
Depression,Vilazodone,-0.025,Neutral
High Blood Pressure,Lisinopril,-0.03333333333333334,Neutral
Depression,Zoloft,0.03571428571428572,Neutral
Depression,Abilify,0.025000000000000012,Neutral
Depression,Mirtazapine,0.12291666666666672,Positive
Depression,Lamotrigine,-0.04874999999999998,Neutral
Depression,Vortioxetine,0.2708333333333333,Positive
Depression,Vortioxetine,-0.43333333333333324,Negative
Depression,Cymbalta,-0.02499999999999999,Neutral
Depression,Pristiq,-0.056051587301587276,Neutral
Depression,Venlafaxine,0.1142857142857143,Positive
"Diabetes, Type 2",Invokana,-0.22499999999999992,Negative
Depression,Effexor XR,0.0345959595959596,Neutral
High Blood Pressure,Amlodipine,-0.16666666666666666,Negative
Depression,Celexa,0.2715909090909091,Positive
Depression,Sertraline,-0.18269230769230768,Negative
Depression,Pristiq,-0.25,Negative
Depression,Venlafaxine,0.0,Neutral
Depression,Sertraline,-0.05952380952380952,Neutral
High Blood Pressure,Inderal LA,0.1992857142857143,Positive
Depression,Effexor XR,-0.24015151515151514,Negative
Depression,Rexulti,0.1166666666666667,Positive
Depression,Paroxetine,-0.32222222222222224,Negative
"Diabetes, Type 2",Kombiglyze XR,-0.47142857142857136,Negative
High Blood Pressure,Bystolic,0.5,Positive
Depression,Trintellix,-0.012500000000000011,Neutral
High Blood Pressure,Nebivolol,0.34166666666666673,Positive
Depression,Fluoxetine,-0.19666666666666668,Negative
"Diabetes, Type 2",Jardiance,-0.2625,Negative
"Diabetes, Type 2",Dapagliflozin,0.1,Neutral
"Diabetes, Type 2",Janumet,0.002777777777777774,Neutral
Depression,Maprotiline,0.3106060606060606,Positive
"Diabetes, Type 2",Canagliflozin,0.5,Positive
Depression,Vortioxetine,0.20454545454545456,Positive
Depression,Duloxetine,0.04722222222222222,Neutral
High Blood Pressure,Olmesartan,-0.29454545454545455,Negative
"Diabetes, Type 2",Invokana,0.21363636363636362,Positive
Depression,Citalopram,0.0,Neutral
Depression,Viibryd,0.015277777777777798,Neutral
Depression,Bupropion,0.27549603174603177,Positive
Depression,St. john's wort,0.45,Positive
Depression,Viibryd,0.07083333333333335,Neutral
Depression,Fetzima,0.04913419913419914,Neutral
Depression,Vortioxetine,0.24,Positive
Depression,Olanzapine,-0.4,Negative
Depression,Zyprexa,0.6,Positive
High Blood Pressure,Toprol-XL,0.08333333333333333,Neutral
Depression,Wellbutrin,0.22499999999999998,Positive
Depression,Aripiprazole,0.0,Neutral
Depression,Paxil,-0.10499999999999998,Negative
"Diabetes, Type 2",Victoza,-0.030000000000000006,Neutral
High Blood Pressure,Aliskiren,1.0,Positive
Depression,Wellbutrin,0.12321428571428572,Positive
Depression,Paxil,-0.04444444444444445,Neutral
Depression,Citalopram,0.16363636363636364,Positive
Depression,St. john's wort,-0.2444444444444444,Negative
Depression,Prozac,-0.3056818181818181,Negative
Depression,Deplin,0.3357142857142857,Positive
High Blood Pressure,Benicar HCT,0.15,Positive
Depression,Wellbutrin,0.3574242424242424,Positive
Depression,Vilazodone,0.0020833333333333537,Neutral
High Blood Pressure,Hydrochlorothiazide / telmisartan,0.125,Positive
"Diabetes, Type 2",Byetta,0.30625,Positive
Depression,Lamotrigine,0.25416666666666665,Positive
Depression,Mirtazapine,0.19583333333333333,Positive
Depression,Cymbalta,0.0025000000000000022,Neutral
Depression,Parnate,0.057666666666666665,Neutral
"Diabetes, Type 2",Dulaglutide,0.11922619047619047,Positive
"Diabetes, Type 2",Colesevelam,0.35,Positive
"Diabetes, Type 2",Pioglitazone,-0.15833333333333335,Negative
"Diabetes, Type 2",Liraglutide,-0.13055555555555556,Negative
Depression,Abilify,-0.275,Negative
High Blood Pressure,Diltiazem,0.0,Neutral
Depression,Abilify,0.5,Positive
High Blood Pressure,Ramipril,0.27777777777777773,Positive
Depression,Desvenlafaxine,0.33125000000000004,Positive
Depression,Bupropion,-0.00555555555555556,Neutral
High Blood Pressure,Exforge,-0.1875,Negative
Depression,Wellbutrin XL,-0.053571428571428575,Neutral
Depression,Venlafaxine,-0.04999999999999999,Neutral
Depression,Vortioxetine,0.0076923076923076945,Neutral
"Diabetes, Type 2",Trulicity,0.06704545454545455,Neutral
"Diabetes, Type 2",Invokana,-1.0,Negative
High Blood Pressure,Olmesartan,0.31183333333333335,Positive
Depression,Paroxetine,-0.0018518518518518328,Neutral
Depression,Deplin,-0.04090909090909091,Neutral
"Diabetes, Type 2",Empagliflozin,-0.16666666666666666,Negative
Depression,Bupropion,-0.30199999999999994,Negative
"Diabetes, Type 2",Farxiga,0.058658008658008666,Neutral
Depression,Vilazodone,-0.4,Negative
High Blood Pressure,Hydrochlorothiazide / valsartan,-0.08499999999999999,Neutral
Depression,Zoloft,0.4166666666666667,Positive
Depression,Escitalopram,0.128125,Positive
Depression,Citalopram,0.26944444444444443,Positive
"Diabetes, Type 2",Dulaglutide,-0.014285714285714294,Neutral
Depression,Sertraline,0.0611111111111111,Neutral
High Blood Pressure,Lisinopril,0.18541666666666667,Positive
Depression,Venlafaxine,0.1392857142857143,Positive
High Blood Pressure,Hydrochlorothiazide,-0.4,Negative
"Diabetes, Type 2",Liraglutide,0.10208333333333333,Positive
